user_id,merchant_id,label,item_id,cat_id,seller_id,brand_id,time_stamp,action_type,age_range,gender,avg_user_age_category,purchase_ratio,purchase_average_time,interaction_count,distinct_cat_per_user_merchant,age_avg_per_merchant,distinct_brand_per_user_merchant,add_to_cart_to_click_ratio_per_merchant,avg_user_age_merchant,purchase_frequency,Day,Month
18306,1357,0,1071864,898,4992,6137,1111,2,3,2,3.1246992093502923,0.6666666666666666,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,11,11.0
44931,1425,0,341149,602,1250,5748,1110,0,3,0,3.401597633136095,0.0,49.625,134,27,3.4962406015037595,25,0.0,3.4962406015037595,0.8059701492537313,10,11.0
149634,1487,0,465675,656,651,8353,1111,0,6,0,3.187194791101465,0.0,13.333333333333334,436,43,5.796416938110749,59,0.0,5.796416938110749,0.3211009174311927,11,11.0
18306,4992,0,462904,22,474,3367,609,0,3,2,3.004039806877525,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,9,6.0
163971,246,0,466673,420,1648,7780,904,0,4,1,3.0398415144177857,1.0,73.5,68,20,4.0,40,0.0,4.0,0.2647058823529412,4,9.0
18306,4733,0,1068696,1467,173,4509,1020,0,3,2,3.187380038387716,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,20,10.0
110211,1056,0,60883,488,4238,6191,801,0,0,1,1.2095238095238094,0.6,48.333333333333336,188,36,0.0,26,0.0,0.0,0.1542553191489361,1,8.0
152706,3161,0,584648,184,2750,6041,822,0,6,0,3.084049739023641,0.4,34.166666666666664,412,23,6.0,140,0.0,6.0,0.0631067961165048,22,8.0
18306,1031,0,174142,821,4752,6938,1103,0,3,2,3.205663028207068,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,3,11.0
227202,4499,0,431197,389,4173,5376,925,0,4,0,3.413308747762894,2.0,58.9,275,54,4.0,103,0.0,4.0,1.7163636363636363,25,9.0
84354,2776,0,792061,1181,4760,247,1101,3,0,0,3.116063652917425,1.2,99.66666666666669,156,34,0.0,53,0.0,0.0,0.8589743589743589,1,11.0
369027,4765,0,992719,177,318,4275,520,0,0,0,3.0759929792628227,0.0,58.9,94,18,0.0,23,0.0,0.0,0.2659574468085106,20,5.0
355458,1501,0,21987,1429,3828,1446,1111,0,0,0,3.167888389690234,0.0,51.75,64,21,0.0,25,0.0,0.0,0.15625,11,11.0
18306,4733,0,1045139,1401,4523,3402,804,0,3,2,2.915963809231713,1.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,4,8.0
18306,4733,0,405085,656,1325,6550,1026,0,3,2,3.187194791101465,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,26,10.0
18306,3734,0,647354,276,375,1164,1031,0,3,2,3.291735995562951,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,31,10.0
18306,4992,0,56417,1611,4760,247,1102,0,3,2,3.278854421588729,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,11.0
18306,4992,0,890702,821,4070,376,923,0,3,2,3.205663028207068,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,23,9.0
416130,1193,0,435952,737,161,899,1106,0,4,1,4.085285601474072,0.0,20.0,174,36,4.0,64,0.0,4.0,0.4367816091954023,6,11.0
18306,1031,0,848027,1505,141,3614,603,0,3,2,3.3372549019607844,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,3,6.0
18306,4992,0,801751,1598,474,3367,609,0,3,2,3.0,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,9,6.0
301443,1071,0,498690,115,376,4167,928,0,3,1,3.1079682341393773,0.0,65.66666666666667,66,24,3.0,27,0.0,3.0,0.303030303030303,28,9.0
85122,4794,0,656693,1112,2424,2413,928,0,3,0,3.803744351194319,0.5,73.25,88,32,3.0,42,0.0,3.0,0.3068181818181818,28,9.0
149634,1487,0,1011783,1505,3760,3738,807,0,6,0,3.3372549019607844,0.0,13.333333333333334,436,43,5.796416938110749,59,0.0,5.796416938110749,0.3211009174311927,7,8.0
18306,4733,0,975200,351,674,3210,1110,0,3,2,2.93302071668533,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,10,11.0
299139,606,0,171592,662,3698,2104,1031,0,3,0,3.251000762485704,0.0,33.22222222222222,222,34,3.0,32,0.0,3.0,0.2792792792792792,31,10.0
241539,649,0,797923,1095,3511,4254,1011,0,6,0,3.2593782929399366,0.0,40.1,186,33,6.0,54,0.0,6.0,0.1344086021505376,11,10.0
18306,4733,0,326440,898,1346,7995,1102,0,3,2,3.1246992093502923,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,11.0
149634,1487,0,264789,302,651,8353,1111,0,6,0,3.2990863832813613,0.0,13.333333333333334,436,43,5.796416938110749,59,0.0,5.796416938110749,0.3211009174311927,11,11.0
39555,698,0,6322,614,3235,392,1107,0,6,0,3.9760826236637072,0.4,48.75,91,21,6.0,40,0.0,6.0,0.1098901098901098,7,11.0
29826,4143,0,319106,1611,158,99,1110,0,4,0,3.278854421588729,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,10,11.0
300675,2031,0,184317,1095,1491,7560,928,0,6,0,3.2593782929399366,0.0,191.0,33,16,3.651315789473684,21,0.0,3.651315789473684,0.2121212121212121,28,9.0
25218,1500,0,186242,351,3126,8239,715,0,0,0,2.93302071668533,0.0,16.5,566,52,0.0,99,0.0,0.0,0.1996466431095406,15,7.0
288642,3472,0,5863,1113,347,240,911,0,4,0,3.392156862745098,0.0,164.33333333333334,45,20,4.0,20,0.0,4.0,0.9777777777777776,11,9.0
18306,4733,0,967716,1280,1477,5510,1027,0,3,2,3.0296493482651,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,27,10.0
25218,1500,0,1017548,420,1038,2584,908,2,0,0,3.0398415144177857,0.5,16.5,566,52,0.0,99,0.0,0.0,0.1996466431095406,8,9.0
29826,4143,0,661432,302,28,4446,810,0,4,0,3.2990863832813613,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,10,8.0
149634,1487,0,966384,766,4309,2009,1102,0,6,0,3.259184018960555,0.0,13.333333333333334,436,43,5.796416938110749,59,0.0,5.796416938110749,0.3211009174311927,2,11.0
353154,4325,0,1038601,1431,3321,8219,1108,0,4,0,3.386946386946387,0.0,49.333333333333336,98,45,4.0,55,0.0,4.0,0.2959183673469387,8,11.0
150402,4044,0,322336,389,4976,6143,1110,0,2,0,3.413308747762894,0.0,50.2,185,34,2.5795454545454546,53,0.0,2.5795454545454546,0.5405405405405406,10,11.0
238467,2193,0,214923,1188,732,3041,721,0,6,1,3.2761654038782586,0.0,120.0,253,56,6.0,118,0.0,6.0,0.8537549407114624,21,7.0
348546,3609,0,92321,389,1393,4705,1110,0,2,0,3.413308747762894,0.0,58.4,62,25,2.0,31,0.0,2.0,1.6129032258064515,10,11.0
18306,4733,0,1070339,662,72,6381,1011,0,3,2,3.251000762485704,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,11,10.0
18306,3734,0,664140,595,2570,5907,719,2,3,2,3.0241359335779108,0.6666666666666666,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,19,7.0
18306,1031,0,14521,389,606,376,1010,0,3,2,3.413308747762894,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,10,10.0
18306,1031,0,946056,115,148,1866,802,0,3,2,3.1079682341393773,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,2,8.0
89730,2173,0,718762,656,437,7980,1101,0,6,0,3.187194791101465,1.5,21.357142857142858,179,39,4.64935064935065,51,0.0,4.64935064935065,0.7094972067039106,1,11.0
150402,4044,0,104648,662,4044,82,1109,0,2,0,3.251000762485704,1.5,50.2,185,34,2.5795454545454546,53,0.0,2.5795454545454546,0.5405405405405406,9,11.0
29826,4143,0,247406,821,2676,3997,1101,0,4,0,3.205663028207068,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,1,11.0
299139,4044,0,500088,662,3698,2104,1019,0,3,0,3.251000762485704,0.0,33.22222222222222,222,34,2.5795454545454546,32,0.0,2.5795454545454546,0.2792792792792792,19,10.0
217218,963,0,153164,1198,3837,3186,618,0,6,1,4.25993091537133,0.0,70.42857142857143,125,23,6.0,45,0.0,6.0,0.128,18,6.0
18306,1357,0,442764,786,148,1866,802,2,3,2,3.072720594986686,0.3333333333333333,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,8.0
227970,4427,0,424508,1611,4427,5216,1111,0,0,0,3.278854421588729,1.0,28.09090909090909,76,23,0.0,28,0.0,0.0,0.3157894736842105,11,11.0
18306,1031,0,265611,1238,1771,7553,529,0,3,2,3.391489361702128,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,29,5.0
237699,4947,0,1007022,656,2152,4809,1103,0,0,0,3.187194791101465,0.0,62.875,72,24,0.0,42,0.0,0.0,0.25,3,11.0
305283,2031,0,900976,662,3033,7878,1105,3,3,0,3.251000762485704,1.3333333333333333,0.0,119,20,3.651315789473684,33,0.0,3.651315789473684,0.3277310924369748,5,11.0
18306,1357,0,483862,1505,1663,4874,1031,3,3,2,3.3372549019607844,1.5,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,31,10.0
18306,3734,0,1085137,434,474,1866,606,0,3,2,3.0241359335779108,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,6,6.0
38019,3734,0,185706,1213,924,3422,726,3,2,0,3.457406364404393,1.5,82.0,39,14,2.976548406494288,21,0.0,2.976548406494288,0.5384615384615384,26,7.0
414594,1999,0,759138,662,2828,540,817,0,4,0,3.251000762485704,0.0,599.0,32,13,4.0,19,0.0,4.0,0.125,17,8.0
149634,1487,0,819738,656,4257,6742,1107,0,6,0,3.187194791101465,0.0,13.333333333333334,436,43,5.796416938110749,59,0.0,5.796416938110749,0.3211009174311927,7,11.0
18306,1031,0,718462,302,1139,4037,913,0,3,2,3.2990863832813613,0.3333333333333333,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,13,9.0
348546,3609,0,6922,464,458,6135,901,0,2,0,3.25054784514244,1.6666666666666667,58.4,62,25,2.0,31,0.0,2.0,1.6129032258064515,1,9.0
18306,1031,0,894331,1438,4127,4874,1024,0,3,2,3.0093069429794626,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,24,10.0
18306,4992,0,946056,115,148,1866,802,0,3,2,3.1079682341393773,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,8.0
238467,4966,0,716607,1349,429,8284,903,3,6,1,3.188510354041416,1.5,120.0,253,56,5.820143884892087,118,0.0,5.820143884892087,0.8537549407114624,3,9.0
88194,1098,0,973975,302,622,7001,710,0,6,0,3.2990863832813613,0.0,135.66666666666666,34,14,6.0,20,0.0,6.0,0.2352941176470588,10,7.0
18306,4733,0,132451,662,2900,7165,526,0,3,2,3.251000762485704,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,26,5.0
359298,4009,0,774465,1142,3887,48,1110,0,0,1,3.367619047619048,0.0,50.0,48,17,0.0,24,0.0,0.0,0.125,10,11.0
18306,1357,0,467591,500,1771,7553,1003,0,3,2,2.886835443037975,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,3,10.0
225666,3042,0,846908,946,1087,6443,1031,3,4,1,3.157473369970825,1.5,20.0,549,102,4.0,126,0.0,4.0,0.3551912568306011,31,10.0
18306,4733,0,206595,177,3479,4415,609,0,3,2,3.0759929792628227,0.5,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,9,6.0
357762,361,0,726256,946,361,5735,1106,0,0,0,3.157473369970825,0.0,100.5,63,18,0.9,20,0.0,0.9,0.1587301587301587,6,11.0
18306,4992,0,856368,898,1346,7995,1031,0,3,2,3.1246992093502923,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,31,10.0
18306,1357,0,919912,786,4021,1866,729,0,3,2,3.072720594986686,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,29,7.0
95874,3839,0,202076,389,3866,7634,1111,0,0,0,3.413308747762894,0.0,2.333333333333333,66,21,0.0,31,0.0,0.0,0.1666666666666666,11,11.0
18306,3734,0,83165,1577,4847,4276,1005,0,3,2,3.274133362176194,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,5,10.0
362883,1840,0,906426,154,1138,4104,1111,0,4,0,3.2893502595209805,0.0,195.66666666666663,20,10,4.0,8,0.0,4.0,0.4,11,11.0
96642,1713,0,971481,737,2856,1228,827,2,3,0,4.085285601474072,1.0,102.25,28,11,3.0,12,0.0,3.0,0.3571428571428571,27,8.0
149634,742,0,265221,656,2781,6742,1106,0,6,0,3.187194791101465,0.0,13.333333333333334,436,43,5.802946593001842,59,0.0,5.802946593001842,0.3211009174311927,6,11.0
18306,1357,0,397745,35,2215,5064,630,0,3,2,2.976880019469457,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,30,6.0
18306,4992,0,897931,115,2640,1866,727,0,3,2,3.1079682341393773,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,27,7.0
29826,4143,0,425264,662,3213,2651,1008,0,4,0,3.251000762485704,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,8,10.0
227202,2217,0,889095,656,2217,3012,1111,3,4,0,3.187194791101465,2.5,58.9,275,54,4.0,103,0.0,4.0,1.7163636363636363,11,11.0
18306,3734,0,568895,1591,1501,2459,1004,0,3,2,3.432439368664186,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,4,10.0
217218,963,0,67824,1198,2816,3186,618,0,6,1,4.25993091537133,0.0,70.42857142857143,125,23,6.0,45,0.0,6.0,0.128,18,6.0
29826,4143,0,866078,1553,628,2184,1111,0,4,0,3.2911102632582985,1.5,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,11,11.0
18306,1357,0,890414,949,148,1866,802,0,3,2,3.0,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,8.0
18306,1357,0,541129,387,4752,6938,1003,0,3,2,3.295294117647059,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,3,10.0
89730,3990,0,424892,602,2336,4382,612,0,6,0,3.401597633136095,0.0,21.357142857142858,179,39,6.0,51,0.0,6.0,0.7094972067039106,12,6.0
18306,3734,0,1062942,1505,968,5600,1005,0,3,2,3.3372549019607844,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,5,10.0
150402,4044,0,259872,389,4044,82,1011,0,2,0,3.413308747762894,1.0,50.2,185,34,2.5795454545454546,53,0.0,2.5795454545454546,0.5405405405405406,11,10.0
296067,4131,0,800558,656,2568,2921,1110,0,2,0,3.187194791101465,0.0,109.0,51,12,2.0,17,0.0,2.0,0.196078431372549,10,11.0
18306,4992,0,269584,1228,1665,2736,806,0,3,2,2.9916762815229934,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,6,8.0
238467,2193,0,329674,300,2284,5876,903,0,6,1,3.5814432989690723,0.0,120.0,253,56,6.0,118,0.0,6.0,0.8537549407114624,3,9.0
29826,4143,0,577717,662,3213,2651,1008,0,4,0,3.251000762485704,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,8,10.0
18306,3734,0,370630,180,1679,7931,806,0,3,2,3.0732557073439075,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,6,8.0
226434,1712,0,436447,106,4779,3929,1102,0,5,0,3.957661290322581,0.0,48.5,125,34,5.0,58,0.0,5.0,0.168,2,11.0
18306,3734,0,708622,78,4966,3467,708,0,3,2,3.0,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,8,7.0
18306,4992,0,379165,786,474,1866,804,0,3,2,3.072720594986686,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,4,8.0
18306,1357,0,1046138,1181,375,1164,1102,0,3,2,3.116063652917425,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,11.0
18306,4992,0,76491,1280,3734,2045,1110,3,3,2,3.0296493482651,1.5,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,10,11.0
18306,1031,0,422188,387,4752,6938,1109,0,3,2,3.295294117647059,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,9,11.0
29826,4143,0,240186,1095,158,99,1110,0,4,0,3.2593782929399366,0.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,10,11.0
238467,4966,0,427766,1188,45,1376,830,3,6,1,3.2761654038782586,1.5,120.0,253,56,5.820143884892087,118,0.0,5.820143884892087,0.8537549407114624,30,8.0
18306,1357,0,444833,1505,4847,4276,529,0,3,2,3.3372549019607844,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,29,5.0
357762,361,0,1103449,302,1257,795,922,0,0,0,3.2990863832813613,0.0,100.5,63,18,0.9,20,0.0,0.9,0.1587301587301587,22,9.0
18306,4733,0,683662,898,1322,3643,1111,0,3,2,3.1246992093502923,1.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,11,11.0
18306,3734,0,866307,662,606,376,1011,3,3,2,3.251000762485704,1.5,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,11,10.0
18306,4992,0,323903,1467,173,4509,1031,0,3,2,3.187380038387716,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,31,10.0
89730,2173,0,39954,737,86,3142,1006,0,6,0,4.085285601474072,0.0,21.357142857142858,179,39,4.64935064935065,51,0.0,4.64935064935065,0.7094972067039106,6,10.0
225666,3042,0,44198,692,3964,1287,719,0,4,1,3.867437722419929,0.0,20.0,549,102,4.0,126,0.0,4.0,0.3551912568306011,19,7.0
18306,1357,0,140077,1467,2014,7807,526,0,3,2,3.187380038387716,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,26,5.0
29826,4143,0,488222,1467,1628,7410,1109,3,4,0,3.187380038387716,1.0,36.375,510,33,4.0,49,0.0,4.0,0.4352941176470588,9,11.0
152706,3161,0,399949,1604,1151,6536,930,0,6,0,3.2683875530410185,0.0,34.166666666666664,412,23,6.0,140,0.0,6.0,0.0631067961165048,30,9.0
25218,1500,0,386373,662,1704,5581,524,0,0,0,3.251000762485704,0.0,16.5,566,52,0.0,99,0.0,0.0,0.1996466431095406,24,5.0
18306,1031,0,916953,326,2158,1866,727,0,3,2,3.0241359335779108,0.0,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,27,7.0
353154,3614,0,734322,1283,3614,375,1111,0,4,0,4.0,0.0,49.333333333333336,98,45,4.0,55,0.0,4.0,0.2959183673469387,11,11.0
224898,2691,0,586881,1349,1457,3650,903,0,5,1,3.188510354041416,0.0,100.25,27,15,5.0,21,0.0,5.0,0.8148148148148148,3,9.0
18306,4992,0,120350,602,2569,9,921,0,3,2,3.401597633136095,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,21,9.0
225666,3042,0,887075,1118,2371,6065,1026,0,4,1,4.008822003113648,0.0,20.0,549,102,4.0,126,0.0,4.0,0.3551912568306011,26,10.0
152706,3161,0,1045500,387,3990,5644,1004,0,6,0,3.295294117647059,0.0,34.166666666666664,412,23,6.0,140,0.0,6.0,0.0631067961165048,4,10.0
18306,4733,0,811971,389,606,376,1102,0,3,2,3.413308747762894,0.0,8.984848484848484,1444,161,3.0,319,0.0,3.0,0.1696675900277008,2,11.0
18306,3734,0,747953,1095,4847,4276,1005,0,3,2,3.2593782929399366,0.0,8.984848484848484,1444,161,2.976548406494288,319,0.0,2.976548406494288,0.1696675900277008,5,10.0
227202,2217,0,225203,1122,4929,8062,920,0,4,0,4.309789343246592,0.0,58.9,275,54,4.0,103,0.0,4.0,1.7163636363636363,20,9.0
23682,4966,0,1008832,611,1249,818,1111,2,4,1,4.695040214477212,1.0,45.75,25,15,5.820143884892087,16,0.0,5.820143884892087,0.4,11,11.0
219522,2393,0,737435,407,4283,8186,719,0,0,0,3.398482568347128,0.0,165.33333333333334,87,21,0.0,51,0.0,0.0,0.2298850574712643,19,7.0
18306,1031,0,483862,1505,1663,4874,1031,0,3,2,3.3372549019607844,1.5,8.984848484848484,1444,161,2.967501692620176,319,0.0,2.967501692620176,0.1696675900277008,31,10.0
