user_id,merchant_id,label,item_id,cat_id,seller_id,brand_id,time_stamp,action_type,age_range,gender
344706,1825,0,647295,1252,4893,8031,1111,0,5,0
344706,1825,0,112164,1252,3663,4073,1111,0,5,0
344706,1825,0,317004,1553,1815,7169,1111,0,5,0
344706,1825,0,770120,199,207,982,1111,0,5,0
344706,1825,0,435951,1252,3172,8031,1111,0,5,0
344706,1825,0,768784,1181,602,1799,1111,0,5,0
344706,1825,0,604048,56,4519,5625,1111,0,5,0
344706,1825,0,393670,1344,711,653,628,0,5,0
344706,1825,0,738247,662,2903,4887,724,0,5,0
344706,1825,0,698879,407,3163,3881,1111,0,5,0
344706,1825,0,558605,662,3128,8391,816,0,5,0
344706,1825,0,857194,662,3128,8391,816,0,5,0
344706,1825,0,339091,199,207,982,1111,2,5,0
344706,1825,0,661948,1252,3172,8031,1111,2,5,0
344706,1825,0,1066918,1252,1825,2755,1111,2,5,0
344706,1825,0,265757,1252,1825,2755,1111,0,5,0
344706,1825,0,651303,1252,1825,2755,1111,0,5,0
344706,1825,0,779779,1252,3172,8031,1111,0,5,0
344706,1825,0,387180,1208,207,982,1108,0,5,0
344706,1825,0,1043236,602,3119,5204,1108,0,5,0
344706,1825,0,1075018,1023,925,7402,1108,2,5,0
344706,1825,0,481976,1028,4467,2840,1108,0,5,0
344706,1825,0,708011,199,2576,5580,1108,0,5,0
344706,1825,0,1075018,1023,925,7402,1108,0,5,0
344706,1825,0,339091,199,207,982,1108,0,5,0
344706,1825,0,249396,748,3189,7697,1108,0,5,0
344706,1825,0,561470,1208,2529,982,1108,0,5,0
344706,1825,0,438943,199,207,982,1108,0,5,0
344706,1825,0,155176,629,4467,2840,1108,0,5,0
344706,1825,0,904573,115,2104,4073,710,0,5,0
344706,1825,0,495758,662,3033,7878,829,0,5,0
344706,1825,0,302451,662,3033,7878,829,0,5,0
344706,1825,0,156030,662,3033,7878,829,0,5,0
344706,1825,0,156030,662,3033,7878,829,3,5,0
344706,1825,0,1534,662,3033,7878,829,0,5,0
344706,1825,0,144168,1208,3228,1573,829,0,5,0
344706,1825,0,445558,662,3033,7878,829,0,5,0
344706,1825,0,265620,35,1875,2714,626,0,5,0
344706,1825,0,641898,35,1875,2714,626,0,5,0
344706,1825,0,623656,1326,934,8235,626,0,5,0
344706,1825,0,429540,35,1875,2714,626,0,5,0
344706,1825,0,1030132,1213,60,2638,614,0,5,0
344706,1825,0,129323,1389,3460,3329,614,0,5,0
344706,1825,0,1057319,1344,2520,3779,614,0,5,0
344706,1825,0,1107574,1213,3177,8216,614,0,5,0
344706,1825,0,1013033,662,1343,5679,901,0,5,0
344706,1825,0,96744,1159,2104,4073,710,0,5,0
344706,1825,0,733445,115,2104,4073,710,0,5,0
344706,1825,0,985211,1142,3189,4907,1108,0,5,0
344706,1825,0,5233,748,890,4978,1108,0,5,0
344706,1825,0,328294,1208,207,982,1108,0,5,0
344706,1825,0,531155,1213,3119,5204,1108,0,5,0
344706,1825,0,377150,177,3092,1791,1108,0,5,0
344706,1825,0,181663,177,3092,1791,1108,0,5,0
344706,1825,0,354873,1208,207,982,1108,0,5,0
344706,1825,0,768784,1181,602,1799,1108,0,5,0
344706,1825,0,240799,1028,4467,2840,1108,0,5,0
344706,1825,0,918551,662,1750,5936,923,0,5,0
344706,1825,0,883375,662,2225,5330,720,0,5,0
344706,1825,0,120568,748,3189,4907,1106,0,5,0
344706,1825,0,576955,351,965,3791,612,0,5,0
344706,1825,0,759459,662,1043,7164,827,0,5,0
344706,1825,0,941558,1577,3526,5997,923,0,5,0
344706,1825,0,914888,1344,327,1954,808,0,5,0
214146,3319,0,387784,1528,3319,2706,1111,0,5,1
214146,3319,0,1058466,1528,4243,2706,1111,0,5,1
214146,3319,0,34276,72,4296,6762,1111,0,5,1
214146,3319,0,387784,1528,3319,2706,1111,2,5,1
214146,3319,0,853712,707,3175,7938,703,0,5,1
214146,3319,0,853712,707,3175,7938,703,2,5,1
214146,3319,0,1040341,1075,3575,7888,813,0,5,1
214146,3319,0,363889,821,1698,3049,611,0,5,1
148866,2639,0,982420,420,2639,7063,1111,3,5,0
148866,2639,0,286287,420,2639,7063,1027,0,5,0
148866,2639,0,761508,1130,2639,7063,1102,0,5,0
148866,2639,0,982420,420,2639,7063,1027,0,5,0
148866,2639,0,712998,1130,4450,6482,1027,0,5,0
148866,2639,0,937474,1458,3215,5482,1027,3,5,0
148866,2639,0,193002,1591,672,7830,1027,0,5,0
148866,2639,0,193002,1591,672,7830,1027,2,5,0
148866,2639,0,823071,35,898,6404,1027,0,5,0
148866,2639,0,921816,1095,1393,4705,1027,3,5,0
148866,2639,0,97490,1577,2620,7103,1027,3,5,0
148866,2639,0,386646,389,4044,82,823,0,5,0
148866,2639,0,675233,387,33,1519,823,0,5,0
148866,2639,0,438689,662,2412,4801,521,0,5,0
148866,2639,0,637038,656,4763,4771,1027,3,5,0
148866,2639,0,658929,1658,1634,6984,724,0,5,0
148866,2639,0,516088,737,567,4694,811,0,5,0
148866,2639,0,570872,737,567,4694,811,0,5,0
148866,2639,0,994439,35,2639,7063,1111,0,5,0
148866,2639,0,286287,420,2639,7063,1111,2,5,0
148866,2639,0,440747,1095,51,2005,816,0,5,0
148866,2639,0,141635,1389,3460,3329,1019,0,5,0
148866,2639,0,807240,662,1272,3489,803,0,5,0
148866,2639,0,54018,662,4847,4276,1019,0,5,0
148866,2639,0,403766,662,4847,4276,1019,0,5,0
148866,2639,0,135015,812,4256,1166,803,0,5,0
148866,2639,0,110796,812,4256,1166,803,0,5,0
148866,2639,0,853421,1389,1445,2355,803,0,5,0
148866,2639,0,546278,662,1272,3489,803,0,5,0
148866,2639,0,931580,662,1272,3489,803,0,5,0
148866,2639,0,456210,1142,3878,5978,907,0,5,0
148866,2639,0,455779,1095,4847,4276,1019,0,5,0
148866,2639,0,135015,812,4256,1166,803,3,5,0
148866,2639,0,761508,1130,2639,7063,917,0,5,0
148866,2639,0,820529,35,1666,5617,917,3,5,0
148866,2639,0,803820,420,2639,7063,1025,0,5,0
148866,2639,0,454284,1553,2412,4801,1025,0,5,0
148866,2639,0,286287,420,2639,7063,1025,0,5,0
148866,2639,0,72364,559,583,4818,1025,0,5,0
148866,2639,0,244657,1197,1666,5617,1025,0,5,0
148866,2639,0,985266,35,2639,7063,1025,0,5,0
148866,2639,0,814999,737,1844,8455,714,3,5,0
148866,2639,0,811343,662,3567,1224,710,0,5,0
148866,2639,0,811343,662,3567,1224,710,2,5,0
148866,2639,0,1058131,662,3925,2031,710,0,5,0
148866,2639,0,814999,737,1844,8455,714,0,5,0
148866,2639,0,1089803,384,3677,5434,523,3,5,0
148866,2639,0,851811,737,567,4694,523,0,5,0
148866,2639,0,67741,464,3797,4309,523,3,5,0
148866,2639,0,899607,737,567,4694,523,0,5,0
148866,2639,0,811343,662,3567,1224,606,0,5,0
148866,2639,0,811343,662,3567,1224,713,2,5,0
148866,2639,0,795137,812,4256,1166,808,3,5,0
148866,2639,0,270702,1648,479,484,730,3,5,0
148866,2639,0,329029,1142,4869,2902,825,0,5,0
148866,2639,0,573557,662,3327,5042,713,0,5,0
148866,2639,0,723874,812,4256,1166,808,3,5,0
148866,2639,0,103578,662,2828,540,808,0,5,0
148866,2639,0,92907,1429,1501,2459,808,0,5,0
148866,2639,0,673766,530,2082,3076,808,0,5,0
148866,2639,0,1006887,662,2834,768,825,0,5,0
148866,2639,0,378826,1648,479,484,730,3,5,0
148866,2639,0,89105,821,4310,3320,808,0,5,0
148866,2639,0,802638,812,4256,1166,808,3,5,0
148866,2639,0,811343,662,3567,1224,713,0,5,0
148866,2639,0,303638,812,4256,1166,825,3,5,0
148866,2639,0,237649,1142,4869,2902,825,0,5,0
148866,2639,0,1026154,1197,1666,5617,825,3,5,0
148866,2639,0,386646,389,4044,82,825,3,5,0
148866,2639,0,619794,420,2639,7063,1026,0,5,0
148866,2639,0,864892,1142,3878,5978,902,0,5,0
148866,2639,0,982420,420,2639,7063,1026,0,5,0
148866,2639,0,91707,420,2639,7063,1026,0,5,0
148866,2639,0,476160,387,3828,1446,1110,0,5,0
148866,2639,0,1101605,420,2639,7063,1026,0,5,0
148866,2639,0,921816,1095,1393,4705,1026,0,5,0
148866,2639,0,872305,1397,1393,4705,1026,0,5,0
148866,2639,0,476160,387,3828,1446,1110,3,5,0
148866,2639,0,1034906,420,2639,7063,1026,0,5,0
148866,2639,0,883253,629,2639,7063,1026,0,5,0
148866,2639,0,374374,1438,2739,6391,1026,0,5,0
148866,2639,0,286287,420,2639,7063,1111,0,5,0
345474,953,1,24718,1023,953,3138,1111,0,2,1
345474,953,1,1022523,1023,953,3138,1111,0,2,1
345474,953,1,937179,1023,953,3138,1111,0,2,1
345474,953,1,670183,1023,953,3138,1111,0,2,1
345474,953,1,306397,1023,953,3138,1111,0,2,1
345474,953,1,656562,407,953,3138,1111,0,2,1
345474,953,1,670183,1023,953,3138,1111,2,2,1
345474,953,1,410211,1188,3518,4805,1111,0,2,1
345474,953,1,540613,1023,953,3138,1111,0,2,1
345474,953,1,24718,1023,953,3138,1111,2,2,1
345474,953,1,1043019,1525,3230,8207,1022,0,2,1
345474,953,1,1043019,1525,3230,8207,1022,2,2,1
345474,953,1,878254,662,1721,6836,1020,0,2,1
345474,953,1,277758,1611,953,3138,1111,0,2,1
18306,1031,0,457925,786,474,1866,804,0,3,2
18306,1031,0,521091,1401,4523,3402,804,0,3,2
18306,1031,0,82200,1413,474,6374,804,0,3,2
18306,1031,0,1045139,1401,4523,3402,804,0,3,2
18306,1031,0,884855,276,4127,4874,1024,0,3,2
18306,1031,0,347029,1467,173,4509,1024,0,3,2
18306,1031,0,459153,1467,173,4509,1024,0,3,2
18306,1031,0,1068696,1467,173,4509,1024,0,3,2
18306,1031,0,752197,115,474,8281,804,0,3,2
18306,1031,0,819318,1075,4844,8081,801,0,3,2
18306,1031,0,1010884,786,2640,1866,801,0,3,2
18306,1031,0,4661,1075,2835,7889,801,0,3,2
18306,1031,0,722022,1075,4844,8081,801,0,3,2
18306,1031,0,884272,1171,148,7092,801,0,3,2
18306,1031,0,738078,786,1805,1866,801,0,3,2
18306,1031,0,997889,786,1502,4167,801,0,3,2
18306,1031,0,442764,786,148,1866,801,0,3,2
18306,1031,0,919912,786,4021,1866,801,0,3,2
18306,1031,0,307572,1075,2835,7889,801,0,3,2
18306,1031,0,878752,1075,705,2860,801,0,3,2
18306,1031,0,149191,1075,4844,8081,801,0,3,2
18306,1031,0,393471,1075,3734,2045,801,0,3,2
18306,1031,0,963188,786,2158,1866,801,0,3,2
18306,1031,0,900601,786,474,1866,804,0,3,2
18306,1031,0,341814,420,4523,3402,804,0,3,2
18306,1031,0,83964,946,4127,4874,1024,0,3,2
18306,1031,0,894331,1438,4127,4874,1024,0,3,2
18306,1031,0,893999,43,2954,1847,1024,0,3,2
18306,1031,0,803950,1467,173,4509,1024,0,3,2
18306,1031,0,353711,656,173,4509,1024,0,3,2
18306,1031,0,210410,1505,968,5600,1024,0,3,2
18306,1031,0,324806,1467,173,4509,1024,0,3,2
18306,1031,0,491201,656,173,4509,1024,0,3,2
18306,1031,0,313025,302,1663,4874,526,0,3,2
18306,1031,0,1047267,1467,2543,5116,526,0,3,2
18306,1031,0,502887,1467,4036,4760,526,0,3,2
18306,1031,0,436316,1505,1473,5496,526,0,3,2
18306,1031,0,647284,88,333,7621,526,0,3,2
18306,1031,0,821938,1467,173,4509,526,0,3,2
18306,1031,0,542195,88,2498,6054,526,0,3,2
18306,1031,0,502887,1467,4036,4760,526,2,3,2
18306,1031,0,264280,1505,944,7370,526,0,3,2
18306,1031,0,735739,662,4976,6143,526,0,3,2
18306,1031,0,589849,302,1663,4874,526,0,3,2
18306,1031,0,957421,302,4976,6143,526,0,3,2
18306,1031,0,140077,1467,2014,7807,526,0,3,2
18306,1031,0,361772,1467,173,4509,1024,0,3,2
18306,1031,0,783913,1467,173,4509,1024,0,3,2
18306,1031,0,477419,821,1663,4874,526,0,3,2
18306,1031,0,474350,1467,393,7807,526,0,3,2
18306,1031,0,745251,22,2954,1847,526,0,3,2
18306,1031,0,22792,88,1049,6054,526,0,3,2
18306,1031,0,344017,1467,393,7807,526,0,3,2
18306,1031,0,516376,1238,1044,851,526,0,3,2
18306,1031,0,414691,302,1663,4874,526,0,3,2
18306,1031,0,79380,302,4976,6143,526,0,3,2
18306,1031,0,177183,662,2900,7165,526,0,3,2
18306,1031,0,1025242,1505,907,4164,526,0,3,2
18306,1031,0,974243,1467,393,7807,526,0,3,2
18306,1031,0,359659,662,2704,2403,526,0,3,2
18306,1031,0,991036,1189,2498,3569,526,0,3,2
18306,1031,0,132451,662,2900,7165,526,0,3,2
18306,1031,0,636514,302,1663,4874,526,0,3,2
18306,1031,0,175619,302,793,3550,526,0,3,2
18306,1031,0,134332,1467,393,7807,526,0,3,2
18306,1031,0,723114,662,2704,2403,526,0,3,2
18306,1031,0,203201,184,3449,7394,526,0,3,2
18306,1031,0,656285,302,2704,2403,526,0,3,2
18306,1031,0,281731,662,1663,4874,526,0,3,2
18306,1031,0,526585,1505,3189,7697,526,0,3,2
18306,1031,0,921448,22,2954,1847,526,0,3,2
18306,1031,0,741130,302,4976,6143,526,0,3,2
18306,1031,0,583565,1505,2874,2258,526,0,3,2
18306,1031,0,755920,1238,3141,7175,526,0,3,2
18306,1031,0,267237,1505,33,1519,526,0,3,2
18306,1031,0,192103,1505,2047,1901,526,0,3,2
18306,1031,0,842395,1467,1919,2963,526,0,3,2
18306,1031,0,769684,1129,3990,5644,1024,0,3,2
18306,1031,0,277973,35,4523,3402,804,0,3,2
18306,1031,0,1045139,1401,4523,3402,804,2,3,2
18306,1031,0,1042928,1577,1044,851,526,0,3,2
18306,1031,0,84223,1505,1663,4874,526,0,3,2
18306,1031,0,382359,1505,907,4164,526,0,3,2
18306,1031,0,1078901,1238,1044,851,526,0,3,2
18306,1031,0,640042,1505,1473,5496,526,0,3,2
18306,1031,0,285114,1505,4976,6143,526,0,3,2
18306,1031,0,1062137,1505,1473,5496,526,0,3,2
18306,1031,0,277973,35,4523,3402,804,2,3,2
18306,1031,0,379165,786,474,1866,804,0,3,2
18306,1031,0,785058,387,606,376,1008,0,3,2
18306,1031,0,988384,786,1838,888,729,0,3,2
18306,1031,0,144972,1438,4212,1203,1021,0,3,2
18306,1031,0,566384,1438,578,7647,1021,0,3,2
18306,1031,0,989850,1611,578,7647,1021,0,3,2
18306,1031,0,699276,1467,4131,4855,1021,0,3,2
18306,1031,0,924991,656,3392,2730,1021,3,3,2
18306,1031,0,989850,1611,578,7760,1021,2,3,2
18306,1031,0,869029,1438,578,7647,1021,0,3,2
18306,1031,0,982836,1401,4523,3402,804,0,3,2
18306,1031,0,637385,1438,1206,4360,729,2,3,2
18306,1031,0,637385,1438,1206,4360,729,0,3,2
18306,1031,0,649136,786,4416,5029,729,0,3,2
18306,1031,0,316515,302,2440,2786,708,0,3,2
18306,1031,0,708622,78,4966,3467,708,0,3,2
18306,1031,0,1023536,1397,975,8091,708,0,3,2
18306,1031,0,631714,1271,3955,1422,708,0,3,2
18306,1031,0,757970,322,4966,3467,708,0,3,2
18306,1031,0,935173,1577,2440,2786,708,0,3,2
18306,1031,0,958369,1271,2280,5372,708,0,3,2
18306,1031,0,393342,302,3698,2104,708,0,3,2
18306,1031,0,624486,351,503,4143,708,0,3,2
18306,1031,0,69409,407,2709,4360,708,0,3,2
18306,1031,0,489182,1238,1815,7169,708,0,3,2
18306,1031,0,954789,351,1414,2555,708,0,3,2
18306,1031,0,64213,598,863,6750,1104,0,3,2
18306,1031,0,769684,1129,3990,5644,1104,0,3,2
18306,1031,0,813232,1515,4733,4525,1104,0,3,2
18306,1031,0,474992,1188,863,6750,1104,0,3,2
18306,1031,0,1105368,1188,863,6750,1104,0,3,2
18306,1031,0,668119,1644,2611,6282,601,0,3,2
18306,1031,0,167360,786,1901,2196,729,0,3,2
18306,1031,0,559548,1505,1771,7553,601,0,3,2
18306,1031,0,573704,1577,1473,5496,601,0,3,2
18306,1031,0,607975,1075,2702,845,729,0,3,2
18306,1031,0,804794,326,4021,223,729,0,3,2
18306,1031,0,788908,1075,1816,2044,729,0,3,2
18306,1031,0,970172,1505,1966,7023,601,0,3,2
18306,1031,0,281278,602,2336,4382,921,0,3,2
18306,1031,0,485403,602,2569,9,921,0,3,2
18306,1031,0,21036,602,2569,9,921,0,3,2
18306,1031,0,120350,602,2569,9,921,0,3,2
18306,1031,0,492954,1085,899,6568,921,0,3,2
18306,1031,0,492954,1085,899,6568,921,2,3,2
18306,1031,0,435655,602,1760,2197,921,0,3,2
18306,1031,0,2,1467,1381,2333,921,0,3,2
18306,1031,0,718462,302,1139,4037,921,0,3,2
18306,1031,0,633160,602,2336,4382,921,0,3,2
18306,1031,0,979639,267,2429,2276,529,2,3,2
18306,1031,0,848027,1505,141,3614,529,0,3,2
18306,1031,0,515803,1505,141,3614,529,0,3,2
18306,1031,0,159932,786,3383,7619,529,0,3,2
18306,1031,0,483368,1577,3828,1446,529,0,3,2
18306,1031,0,36738,1238,3128,8391,529,0,3,2
18306,1031,0,512906,302,4847,4276,529,0,3,2
18306,1031,0,816674,1238,1771,7553,529,0,3,2
18306,1031,0,979639,267,2429,2276,529,0,3,2
18306,1031,0,167298,302,4847,4276,529,0,3,2
18306,1031,0,887261,1505,4976,6143,529,0,3,2
18306,1031,0,79711,1238,12,1667,529,0,3,2
18306,1031,0,265611,1238,1771,7553,529,0,3,2
18306,1031,0,444833,1505,4847,4276,529,0,3,2
18306,1031,0,580700,1238,12,1667,529,0,3,2
18306,1031,0,474869,662,4847,4276,529,0,3,2
18306,1031,0,919912,786,4021,1866,729,0,3,2
18306,1031,0,250228,177,2616,6762,912,0,3,2
18306,1031,0,445704,420,1431,5509,912,0,3,2
18306,1031,0,931565,1095,141,3614,912,0,3,2
18306,1031,0,674781,351,1431,5509,912,0,3,2
18306,1031,0,547844,1095,1736,4353,912,0,3,2
18306,1031,0,536143,115,2611,3598,601,0,3,2
18306,1031,0,411753,1505,1663,4874,601,0,3,2
18306,1031,0,645492,1505,1663,4874,601,0,3,2
18306,1031,0,1048328,898,1322,3643,601,0,3,2
18306,1031,0,1034285,434,2611,3598,601,0,3,2
18306,1031,0,536174,302,1966,7023,705,0,3,2
18306,1031,0,526911,455,1274,3746,705,0,3,2
18306,1031,0,349671,662,3698,2104,705,0,3,2
18306,1031,0,125508,1505,1473,5496,530,0,3,2
18306,1031,0,88246,1505,1473,5496,530,0,3,2
18306,1031,0,713880,407,3556,1236,601,0,3,2
18306,1031,0,1066817,1505,1771,7553,601,0,3,2
18306,1031,0,1048328,898,1322,3643,601,2,3,2
18306,1031,0,458724,1023,494,7288,601,0,3,2
18306,1031,0,661382,898,3493,1602,601,0,3,2
18306,1031,0,49332,1515,474,1695,609,0,3,2
18306,1031,0,267236,287,3044,7276,609,0,3,2
18306,1031,0,299543,786,474,7972,609,0,3,2
18306,1031,0,428328,1126,1644,404,609,0,3,2
18306,1031,0,524153,115,474,1866,609,0,3,2
18306,1031,0,179343,949,4642,6374,730,0,3,2
18306,1031,0,226438,786,4918,3535,730,0,3,2
18306,1031,0,632494,1210,4642,6374,730,0,3,2
18306,1031,0,843070,1210,4642,6374,730,0,3,2
18306,1031,0,206595,177,3479,4415,730,0,3,2
18306,1031,0,922676,1414,474,3730,609,0,3,2
18306,1031,0,686377,662,4522,4977,609,0,3,2
18306,1031,0,3557,302,4522,4977,609,0,3,2
18306,1031,0,401512,1554,2215,5064,609,0,3,2
18306,1031,0,234822,1126,1644,404,609,0,3,2
18306,1031,0,299063,532,474,7586,609,0,3,2
18306,1031,0,839202,1528,474,5612,609,0,3,2
18306,1031,0,119278,1644,474,69,609,0,3,2
18306,1031,0,244853,96,474,3730,609,0,3,2
18306,1031,0,787076,22,474,3367,609,0,3,2
18306,1031,0,951552,407,2709,4360,609,0,3,2
18306,1031,0,234681,356,474,7521,609,0,3,2
18306,1031,0,206595,177,3479,4415,609,0,3,2
18306,1031,0,1048328,898,1322,3643,609,0,3,2
18306,1031,0,775455,1505,3001,5738,609,0,3,2
18306,1031,0,951552,407,2709,4360,609,2,3,2
18306,1031,0,206595,177,3479,4415,609,2,3,2
18306,1031,0,167808,177,4383,6858,609,0,3,2
18306,1031,0,458605,776,4594,7692,609,0,3,2
18306,1031,0,686052,646,1269,404,609,0,3,2
18306,1031,0,31950,1021,3371,8086,609,0,3,2
18306,1031,0,801751,1598,474,3367,609,0,3,2
18306,1031,0,912061,753,474,3367,609,0,3,2
18306,1031,0,751535,302,4522,4977,609,0,3,2
18306,1031,0,653215,50,474,5472,609,0,3,2
18306,1031,0,462904,22,474,3367,609,0,3,2
18306,1031,0,345096,1413,4642,6374,730,0,3,2
18306,1031,0,442764,786,148,1866,730,0,3,2
18306,1031,0,843070,1210,4642,4468,730,2,3,2
18306,1031,0,1089113,786,376,4167,730,0,3,2
18306,1031,0,218566,786,862,8281,730,0,3,2
18306,1031,0,552481,177,3479,4415,730,0,3,2
18306,1031,0,282736,786,3383,7619,730,0,3,2
18306,1031,0,179468,786,4021,123,730,0,3,2
18306,1031,0,1098490,1187,168,3730,730,0,3,2
18306,1031,0,454875,702,2611,3598,601,0,3,2
18306,1031,0,126,1647,3091,7287,601,0,3,2
18306,1031,0,941250,1577,1966,7023,601,0,3,2
18306,1031,0,798952,322,4966,3467,610,0,3,2
18306,1031,0,161513,786,1901,2196,729,0,3,2
18306,1031,0,878752,1075,705,2860,729,0,3,2
18306,1031,0,258067,786,3101,7960,729,0,3,2
18306,1031,0,638563,276,1816,2044,729,0,3,2
18306,1031,0,307572,1075,2835,7889,729,0,3,2
18306,1031,0,444482,1438,1418,7141,729,0,3,2
18306,1031,0,1029677,786,376,4167,729,0,3,2
18306,1031,0,536174,302,1966,7023,601,0,3,2
18306,1031,0,624779,1075,1816,2044,729,0,3,2
18306,1031,0,729712,115,1901,2196,729,0,3,2
18306,1031,0,771446,786,862,8281,729,0,3,2
18306,1031,0,951552,407,2709,4360,729,0,3,2
18306,1031,0,77693,1075,2540,5935,729,0,3,2
18306,1031,0,36049,326,4021,223,729,0,3,2
18306,1031,0,1040765,786,4047,2813,729,0,3,2
18306,1031,0,401398,1647,1901,2196,729,0,3,2
18306,1031,0,565193,326,3101,7960,729,0,3,2
18306,1031,0,36030,1075,4476,2551,729,0,3,2
18306,1031,0,256682,786,3300,3595,729,0,3,2
18306,1031,0,1077745,786,862,8281,729,0,3,2
18306,1031,0,46762,786,4021,8281,729,0,3,2
18306,1031,0,69409,407,2709,4360,729,0,3,2
18306,1031,0,41901,1075,1816,2044,729,0,3,2
18306,1031,0,20519,351,3633,1767,729,0,3,2
18306,1031,0,605771,1438,1418,7141,729,0,3,2
18306,1031,0,757624,1228,2397,3350,804,0,3,2
18306,1031,0,412792,786,474,5993,804,0,3,2
18306,1031,0,719394,1401,4523,3402,804,0,3,2
18306,1031,0,337445,1187,474,3730,804,0,3,2
18306,1031,0,763253,420,4523,3402,804,0,3,2
18306,1031,0,250431,1187,474,3730,804,0,3,2
18306,1031,0,967877,892,474,3332,804,0,3,2
18306,1031,0,362232,1126,390,4927,804,0,3,2
18306,1031,0,659739,1401,4523,3402,804,0,3,2
18306,1031,0,628185,683,4523,3402,804,0,3,2
18306,1031,0,360974,420,4523,3402,804,0,3,2
18306,1031,0,994438,1528,3716,2706,1031,0,3,2
18306,1031,0,20031,821,606,376,1031,0,3,2
18306,1031,0,995504,662,4976,6143,1031,0,3,2
18306,1031,0,783854,898,1831,7995,1031,0,3,2
18306,1031,0,807161,389,606,376,1031,0,3,2
18306,1031,0,509193,276,1418,7141,1031,0,3,2
18306,1031,0,647354,276,375,1164,1031,0,3,2
18306,1031,0,804063,1188,863,6750,1031,0,3,2
18306,1031,0,192071,946,1477,5510,1031,0,3,2
18306,1031,0,288029,898,1031,7724,1031,0,3,2
18306,1031,0,682947,821,4976,6143,1031,0,3,2
18306,1031,0,466472,898,1346,7995,1031,0,3,2
18306,1031,0,738406,387,606,376,1031,0,3,2
18306,1031,0,502632,1280,1418,7141,1031,0,3,2
18306,1031,0,356801,276,1418,7141,1031,0,3,2
18306,1031,0,483862,1505,1663,4874,1031,0,3,2
18306,1031,0,53676,1075,375,1164,1031,0,3,2
18306,1031,0,196511,1075,375,1164,1031,0,3,2
18306,1031,0,989498,1095,4044,82,1031,0,3,2
18306,1031,0,678594,898,1031,7724,1031,0,3,2
18306,1031,0,56417,1611,4760,247,1031,0,3,2
18306,1031,0,904300,1085,1805,6939,727,0,3,2
18306,1031,0,542198,1413,1805,4468,727,2,3,2
18306,1031,0,1015910,656,3392,2730,1109,0,3,2
18306,1031,0,1090905,389,1973,5572,1109,0,3,2
18306,1031,0,467606,387,4752,6938,1109,0,3,2
18306,1031,0,717186,1577,1966,7023,1109,0,3,2
18306,1031,0,202393,646,390,5920,831,0,3,2
18306,1031,0,733224,329,390,6156,831,0,3,2
18306,1031,0,951119,1357,390,4896,831,0,3,2
18306,1031,0,226693,1656,390,6156,831,0,3,2
18306,1031,0,931565,1095,141,3614,831,0,3,2
18306,1031,0,789995,1142,3887,48,831,0,3,2
18306,1031,0,1031421,1109,2792,2431,831,0,3,2
18306,1031,0,263289,1505,141,3614,831,0,3,2
18306,1031,0,362232,1126,390,4927,831,0,3,2
18306,1031,0,442764,786,148,1866,727,0,3,2
18306,1031,0,841512,786,1805,1866,727,0,3,2
18306,1031,0,637026,1172,2506,7240,727,0,3,2
18306,1031,0,971996,1424,1805,1866,727,2,3,2
